93.13	78.14	63.13	48.1	32.94	17.41	8.83	
93.13	78.14	63.15	48.16	33.12	17.95	7.76	
93.12	78.13	63.17	48.26	33.45	18.88	5.02	
93.09	78.1	63.14	48.25	33.53	19.11	4.56	
93.04	78.04	63.04	48.08	33.31	19.48	5.0	
92.99	77.97	62.91	47.73	32.13	20.49	6.49	
92.97	77.95	62.89	47.79	32.83	19.25	10.0	
